query,query_type,label,cluster,pred
average building cost all brick ranch per sq.ft. southern Indiana,NUMERIC,1,6,1
what are udon noodles,DESCRIPTION,0,17,0
"how to get a disability parking sign outside your house, seattle, wa",DESCRIPTION,0,17,0
outlook 2016 recover deleted contact,DESCRIPTION,0,-1,0
how wide must a stairway be,NUMERIC,1,6,1
definition of trench mouth,DESCRIPTION,0,17,0
where did term piggy bank come from,LOCATION,3,0,3
who manufactures ozark trail stainless steel travel mug,PERSON,4,3,4
meaning and characteristics of the name ashley,DESCRIPTION,0,17,0
which rational exponent represents a cube root,DESCRIPTION,0,-1,0
can i get the game progress back after uninstalling,DESCRIPTION,0,17,0
define majoritarian,DESCRIPTION,0,17,0
car rental fee transp fee,NUMERIC,1,6,1
what is the state animal bison,ENTITY,2,-1,2
movement of cystic fibrosis english,ENTITY,2,-1,0
what is a pancreas specialist called,DESCRIPTION,0,-1,0
where does the energy for photosynthesis come from,LOCATION,3,0,3
who sang fire on the mountain,PERSON,4,3,4
increase testicular size,NUMERIC,1,-1,1
what are examples of processing in computer terms,DESCRIPTION,0,17,0
aids is diagnosed when,NUMERIC,1,-1,0
who money is worth the most,PERSON,4,3,4
how much electricity does a portable heater draw,NUMERIC,1,6,1
define theremin,DESCRIPTION,0,17,0
how long does a paid medical collections stays on a credit report,NUMERIC,1,6,1
what is the average pay for a starting paramedic in tennessee,NUMERIC,1,6,1
what can cause your liver to be enlarged,DESCRIPTION,0,17,0
largest american company in brasilia,PERSON,4,-1,4
how much does tim tebow weigh,NUMERIC,1,6,1
three types of blood in human body,DESCRIPTION,0,-1,0
what is hyper ige syndrome,DESCRIPTION,0,17,0
what is the deadline for students to get back to accelerated nursing acceptance letters cleveland state,NUMERIC,1,-1,1
what causes the appendix to rupture,DESCRIPTION,0,17,0
what's a power nap,DESCRIPTION,0,17,0
why can't i fill in a spreadsheet on my ipad,DESCRIPTION,0,-1,0
how many drinks can your liver process per hour,NUMERIC,1,6,1
what are lightning bugs?,ENTITY,2,17,0
when is first rotavirus vaccination recommended,NUMERIC,1,6,1
how to edit a video on a windows laptop,DESCRIPTION,0,17,0
how long between ovulation and period,NUMERIC,1,6,1
why did the myall creek massacre happen occur,DESCRIPTION,0,17,0
what is fungi bbc bitesize,DESCRIPTION,0,17,0
what was aboriginal life like before european settlement,DESCRIPTION,0,-1,0
"price for renovation per square foot monmouth county, nj",NUMERIC,1,-1,1
how to break down weekly salary,NUMERIC,1,17,0
how much water should my toddler drink a day,NUMERIC,1,6,1
what is the starting salary of a veterinarian,NUMERIC,1,6,1
how your body changes during pregnancy,DESCRIPTION,0,-1,0
what is earth's outer core thickness,NUMERIC,1,6,1
how long do you wait to workout after you eat,NUMERIC,1,6,1
how to calculate rpm from g on centrifuge,DESCRIPTION,0,17,0
what food can hermit crabs eat,ENTITY,2,-1,2
what color balloon travels farthest,ENTITY,2,-1,2
threshold business definition,DESCRIPTION,0,17,0
what county is in macon,LOCATION,3,0,3
what temperature should i keep my freezer,NUMERIC,1,6,1
how long does it take to heal after a d and c,NUMERIC,1,6,1
what is a action plan for school,DESCRIPTION,0,17,0
the difference between injection and infusion,DESCRIPTION,0,-1,0
how far is the bellagio from the encore,NUMERIC,1,6,1
what happens when a inguinal hernia presses on the bladder?,DESCRIPTION,0,17,0
can you use soap and water to clean a chainsaw,DESCRIPTION,0,17,0
vm engines,DESCRIPTION,0,-1,0
del norte county tax assessor,PERSON,4,-1,4
when is a subcontracting plan required?,NUMERIC,1,6,1
how much does cheesecake factory hostess make,NUMERIC,1,6,1
who are the characters in mom,PERSON,4,3,4
retail fraud theft degrees definition,DESCRIPTION,0,17,0
can you have a headache with pressure of the side of your head/allergy,DESCRIPTION,0,17,0
what is a definitized contract superseding a letter contract,DESCRIPTION,0,17,0
what county is the gln in,LOCATION,3,0,3
how many oz are in a gal,NUMERIC,1,6,1
why is genetic diversity important to life,DESCRIPTION,0,17,0
what is the kind of hat you wear in the winter,ENTITY,2,-1,2
hawaii significance pacific region,LOCATION,3,-1,3
which chemicals produce an explosion when placed in water,ENTITY,2,-1,2
why is the reconstruction important,DESCRIPTION,0,17,0
do hipaa laws apply after death,DESCRIPTION,0,17,0
what field of science are endangered species,DESCRIPTION,0,-1,2
how much wine can you bring on celebrity cruise,NUMERIC,1,6,1
when did indonesia join asean?,NUMERIC,1,6,1
did president obama sign executive order for obamacare,PERSON,4,-1,0
what is rizzo's first name,PERSON,4,-1,2
how much does studyblue cost,NUMERIC,1,6,1
what records can be expunged in colorado,DESCRIPTION,0,-1,0
how to add depreciation to profit and loss statement,DESCRIPTION,0,17,0
what year did mickey mouse come to public?,NUMERIC,1,6,1
what is typically the preferred lighting for mountains?,DESCRIPTION,0,-1,0
iia ethics training requirements,DESCRIPTION,0,-1,0
average temperature and rainfall in quantocks map,NUMERIC,1,6,1
what year was the first professional association for health information managers established?,NUMERIC,1,6,1
delays cost overruns plague infra projects,NUMERIC,1,-1,1
what can a karyotype show,ENTITY,2,17,0
can you donate your organs if you have an std,DESCRIPTION,0,17,0
how to determine solids content of coatings,DESCRIPTION,0,17,0
what is galvannealed,DESCRIPTION,0,17,0
what is the difference between opiates and opioids,DESCRIPTION,0,17,0
what does roblox mean,DESCRIPTION,0,17,0
contact number for microsoft office,NUMERIC,1,6,1
lipitor cost,NUMERIC,1,6,1
what city is the cove in,LOCATION,3,0,3
where is universal city texas located,LOCATION,3,0,3
what are the middle paragraphs of an essay called?,DESCRIPTION,0,-1,0
what year did dirty vegas' debut album come out,NUMERIC,1,6,1
why does my back hurt,DESCRIPTION,0,17,0
what is svi,DESCRIPTION,0,17,0
why does tea stain your teeth more than coffee,DESCRIPTION,0,17,0
where in africa do lions live,LOCATION,3,0,3
where is the start/windows icon?,LOCATION,3,0,3
what is abbreviation cw in an address,NUMERIC,1,17,0
what is activia ingredients,ENTITY,2,17,0
cost of bases after being cremated,NUMERIC,1,6,1
what font is like raleway,DESCRIPTION,0,-1,2
where are trump ties made,LOCATION,3,0,3
pyroglyphics definition,DESCRIPTION,0,17,0
what is dent/btc,DESCRIPTION,0,17,0
best temp for dicus plants,NUMERIC,1,-1,1
president rejected by own party in congress,PERSON,4,-1,0
how long to boil king crab,NUMERIC,1,6,1
how many lumens is a lux,NUMERIC,1,6,1
what are burning glasses,DESCRIPTION,0,17,0
what period of archaeological,DESCRIPTION,0,-1,1
diction ap english literature and composition definition,DESCRIPTION,0,-1,0
is andro safe,DESCRIPTION,0,17,0
did lorraine moore die,DESCRIPTION,0,-1,0
"weather in kermanshah, iran",DESCRIPTION,0,5,0
is staples closing its doors,DESCRIPTION,0,17,0
difference between sealed and ported subs,DESCRIPTION,0,17,0
what is the latin names for skate wings,ENTITY,2,-1,2
what is the typical price of a concrete patio,NUMERIC,1,6,1
ios certification exam cost,NUMERIC,1,6,1
most of the water vapor in earth's atmosphere comes from _____.,ENTITY,2,-1,2
what is csv.exe file,DESCRIPTION,0,17,0
cessation of breathing is called,DESCRIPTION,0,-1,0
acquainted define,DESCRIPTION,0,17,0
how to grow the calf muscle,DESCRIPTION,0,17,0
bolivian independence day in dc,NUMERIC,1,-1,1
what is mckesson patient care solutions,DESCRIPTION,0,17,0
what did debby ryan go to jail for,DESCRIPTION,0,-1,0
"hoa fee in quail meadow, martin downs golf club",NUMERIC,1,-1,1
what is the implementation of,DESCRIPTION,0,17,0
how much does a honda dirt bike cost,NUMERIC,1,6,1
how many airlines are there,NUMERIC,1,6,1
what is the average girth of a chicken,NUMERIC,1,6,1
definition of comic strip,DESCRIPTION,0,17,0
what type of crystalline solid is alcl3,ENTITY,2,-1,2
what is jasmine incense used for,DESCRIPTION,0,17,2
what comet has the longest orbital period,ENTITY,2,-1,2
how to write generic reference letter,DESCRIPTION,0,17,0
salary for Registerd nurse long term care in arkansas,NUMERIC,1,6,1
how long can you keep pickled beets,NUMERIC,1,6,1
how to access support for handling information,DESCRIPTION,0,17,0
what does a procurement analyst do,DESCRIPTION,0,17,0
how tall do camellias grow,NUMERIC,1,6,1
hippotherapy define,DESCRIPTION,0,17,0
"how far is monroe nc from kinston, nc",NUMERIC,1,6,1
can swollen glands cause hearing loss in teen male,DESCRIPTION,0,17,0
what is the average gre score for the university of utah bioengineering program,NUMERIC,1,6,1
what do you use protonix meds for,ENTITY,2,17,0
hypoglycemia affected body organs,ENTITY,2,-1,2
how many inhabited islands are there in greece,NUMERIC,1,6,1
cancel comixology unlimited,DESCRIPTION,0,-1,0
what is the state bird of nebraska,ENTITY,2,-1,2
how much do fast braces cost,NUMERIC,1,6,1
what are some healthy snacks.,ENTITY,2,-1,2
cation science definition,DESCRIPTION,0,17,0
types of spicy thing to eat when sick,NUMERIC,1,-1,2
what is vaccination quizlet,DESCRIPTION,0,17,0
are coconut flakes fattening,DESCRIPTION,0,17,0
how many children does kody brown have,NUMERIC,1,6,1
what does copyright mean with journal articles,DESCRIPTION,0,17,0
who owns the new york observer,PERSON,4,3,4
is shame unhealthy,DESCRIPTION,0,17,0
what the government needs to do about lower class,DESCRIPTION,0,-1,0
what is chick literature,DESCRIPTION,0,17,0
age calculator based off date,NUMERIC,1,6,1
what does the ppp do,DESCRIPTION,0,17,0
defining your writing purpose,DESCRIPTION,0,-1,0
how many play on a college lacrosse team at a time,NUMERIC,1,6,1
obsequiously define,DESCRIPTION,0,17,0
what type of diet requires the most energy to produce?,ENTITY,2,-1,2
who is rose the actor,PERSON,4,3,4
dundee gbr phone number,NUMERIC,1,6,1
what are good snacks for a pan card game?,ENTITY,2,-1,2
what is composition scheme under mvat,DESCRIPTION,0,17,0
why would someone swallow a knife,DESCRIPTION,0,17,0
average salary of PhD agricultural economist,NUMERIC,1,6,1
how do i check on my va state tax return,DESCRIPTION,0,17,0
is enrique iglesias married,DESCRIPTION,0,-1,0
what is trump's college degree in?,DESCRIPTION,0,-1,0
what vegetables contain quercetin,ENTITY,2,-1,2
is mcmaster hostile to trump,DESCRIPTION,0,-1,0
how to remove songs from iphone on itunes,DESCRIPTION,0,17,0
aaai deadline,NUMERIC,1,6,1
how to regain plasma after you give it,DESCRIPTION,0,17,0
do hamsters prefer to live alone,DESCRIPTION,0,-1,0
what is corequisite,DESCRIPTION,0,17,0
average salary for a parole officer,NUMERIC,1,6,1
exchange server enhanced status code meaning,DESCRIPTION,0,17,0
who plays holtzman in ghostbusters,PERSON,4,3,4
what does gasoline contain,DESCRIPTION,0,17,0
how can i help someone with anorexia nervosa,DESCRIPTION,0,17,0
what is yuri manga,DESCRIPTION,0,17,0
causes of cervical neck pain,DESCRIPTION,0,18,0
how old was meriwether lewis when he went on the expedition,NUMERIC,1,6,1
which hormone stimulates milk production in human females,ENTITY,2,-1,2
ciprodex ear drops how many times a day,NUMERIC,1,6,1
what's a vasectomy,DESCRIPTION,0,17,0
how soon will arizona run out of potable water,NUMERIC,1,6,1
which region does the a blood come from,LOCATION,3,0,3
definition of entity in internal revenue code,DESCRIPTION,0,17,0
contractor support for analysis of alternatives,PERSON,4,-1,0
when did derek coleman retire,NUMERIC,1,6,1
how much is aldi's ground beef,NUMERIC,1,6,1
definition slang,DESCRIPTION,0,17,0
"causes of pulmonary hemorrhage in neonates, maternal anemia",DESCRIPTION,0,-1,0
is a lion a domain kingdom phylum,DESCRIPTION,0,-1,0
what is vhc,DESCRIPTION,0,17,0
what is the deadline for business tax filing,NUMERIC,1,6,1
can allergies cause a dry persistent cough,DESCRIPTION,0,17,0
what is a charitable company limited by guarantee,DESCRIPTION,0,-1,0
how dubstep was discovered,DESCRIPTION,0,-1,0
who said the world is a tuxedo and i'm a pair of brown shoes?,PERSON,4,3,4
define person of color,DESCRIPTION,0,-1,0
good sources of complex carbohydrates,DESCRIPTION,0,-1,2
what was scar's name,DESCRIPTION,0,-1,2
what is ess?,DESCRIPTION,0,17,0
is the flesh eating bacteria found in salt water,DESCRIPTION,0,-1,0
who is standunited,PERSON,4,3,4
what are kissing bugs,ENTITY,2,17,0
average salary of medical office assistant in alberta,NUMERIC,1,6,1
average cost of modifications to motorhome,NUMERIC,1,6,1
what is anycast dns,DESCRIPTION,0,17,0
how are online reservations made by many people at the same time,DESCRIPTION,0,17,0
difference between electrical pumping and direct conversion,DESCRIPTION,0,-1,0
can strawberries cause kidney problems,DESCRIPTION,0,17,0
can you put body filler over primer,DESCRIPTION,0,17,0
how does food move through intestines,DESCRIPTION,0,17,0
what type pneumonia did jim henson have,ENTITY,2,-1,2
what does nambour mean in gubbi gubbi language,ENTITY,2,17,0
what year was inflation the highest,NUMERIC,1,6,1
what causes moving squeezing feeling in esophagus,DESCRIPTION,0,17,0
where are matco tools made,LOCATION,3,0,3
output gear definition,DESCRIPTION,0,17,0
iowa state number of people with name bennett,NUMERIC,1,6,1
unspecified white matter disease definition,DESCRIPTION,0,-1,0
how long can a human survive without food,NUMERIC,1,6,1
what education does a licensed clinical social worker need,DESCRIPTION,0,-1,0
where is leukemia primarily affect,LOCATION,3,0,3
what state is washington dc located in,LOCATION,3,0,3
what is post ictal phase,DESCRIPTION,0,17,0
what is a spearman's rank correlation,DESCRIPTION,0,-1,0
how long do you have to move money from ira to ira,NUMERIC,1,6,1
how to get rid of underarm odor with baking soda,DESCRIPTION,0,17,0
where was conway twitty born,LOCATION,3,0,3
is biological sex a social construct,DESCRIPTION,0,17,0
what is the amount of bleach to add to dog shampoo to make anti fungal?,ENTITY,2,-1,1
average scholarship package queen's university,NUMERIC,1,6,1
what county is bowlus mn located in,LOCATION,3,0,3
how long is a genuine rolex warranty,NUMERIC,1,6,1
what is lockscreencontentserver,DESCRIPTION,0,17,0
at what temp does salt water freeze at,NUMERIC,1,6,1
what is the math part of chemistry,DESCRIPTION,0,17,0
what does one light on all month cost,NUMERIC,1,6,1
what probiotics does dr oz recommend,ENTITY,2,-1,2
what is pha,DESCRIPTION,0,17,0
who is the father of medicine,PERSON,4,3,4
cest mountain time conversion,DESCRIPTION,0,-1,1
meaning of belial in arabic,DESCRIPTION,0,17,0
how much do girl scout cookies cost,NUMERIC,1,6,1
what is crowd testing,DESCRIPTION,0,17,0
what are the cmc and ip joints of the thumb,DESCRIPTION,0,-1,0
how large can a ntfs be,NUMERIC,1,6,1
what does it mean when you smell rotten eggs,DESCRIPTION,0,17,0
what to do for broken big toe,DESCRIPTION,0,-1,0
cause for infectious canine hepatitis,DESCRIPTION,0,-1,0
what is kik?,DESCRIPTION,0,17,0
can cradle cap symptoms become permanent,DESCRIPTION,0,17,0
drizzly definition,DESCRIPTION,0,17,0
who coined the phrase 'tree-hugger'?,PERSON,4,3,4
cost per foot to install interior drain tile,NUMERIC,1,6,1
average cost for childcare a day,NUMERIC,1,6,1
healing a hip,DESCRIPTION,0,-1,0
distance calculator ath,NUMERIC,1,-1,1
what does VAM tes,DESCRIPTION,0,17,0
minimum wage effect on education,NUMERIC,1,-1,1
who invented socialism,PERSON,4,3,4
does brie cheese contain probiotics,DESCRIPTION,0,17,0
where did the term jim crow originate from,LOCATION,3,0,3
what vitamins will improve kidney function,ENTITY,2,14,2
mortise device definition,DESCRIPTION,0,17,0
what is the highest level pay for a forensic tech,NUMERIC,1,6,1
what does a homestead do for your home,DESCRIPTION,0,17,0
which correctly describes a secondary immune response?,DESCRIPTION,0,-1,0
what is difference between labradoodle and goldendoodle,DESCRIPTION,0,17,0
Why did the New Deal ultimately reach a deadlock,DESCRIPTION,0,17,0
is powerade owned by pepsi,DESCRIPTION,0,17,0
definition of engineering,DESCRIPTION,0,17,0
green algae grows in what environments,DESCRIPTION,0,-1,2
dermatologist average salary,NUMERIC,1,6,1
normal range for protein in urine,NUMERIC,1,6,1
what is a limpet?,DESCRIPTION,0,17,0
descente definition,DESCRIPTION,0,17,0
which of the following is a best practice when implementing a wireless network?,DESCRIPTION,0,-1,0
definition of ranch,DESCRIPTION,0,17,0
fhsu grad school cost,NUMERIC,1,6,1
what drugs will come back positive for buprenorphine,ENTITY,2,14,2
why was he called bonnie prince charles,DESCRIPTION,0,-1,0
pork allergy symptoms,ENTITY,2,10,2
what is baud rate,DESCRIPTION,0,6,1
difference between delete and drop in sql,DESCRIPTION,0,17,0
